kanji;kanken;jlpt;wanikani;grade;frequency;kunyomi;onyomi;meanings;
気;10;N5;WK4;G1;FQ113;いき;き,け;Spirit,Mind,Air,Atmosphere,Mood
小;10;N5;WK2;G1;FQ114;ちい.さい,こ-,お-,さ-;しょう;Little,Small
七;10;N5;WK1;G1;FQ115;なな,なな.つ,なの;しち;Seven
山;10;N5;WK1;G1;FQ131;やま;さん,せん;Mountain
正;10;N4;WK2;G1;FQ143;ただ.しい,ただ.す,まさ,まさ.に;せい,しょう;Correct,Justice,Righteous,10**40
女;10;N5;WK1;G1;FQ151;おんな,め;じょ,にょ,にょう;Woman,Female
百;10;N5;WK4;G1;FQ163;もも;ひゃく,びゃく;Hundred
先;10;N5;WK4;G1;FQ173;さき,ま.ず;せん;Before,Ahead,Previous,Future,Precedence
名;10;N5;WK4;G1;FQ177;な,-な;めい,みょう;Name,Noted,Distinguished,Reputation
川;10;N5;WK1;G1;FQ181;かわ;せん;Stream,River,River Or Three-stroke River Radical (no. 47)
文;10;N4;WK2;G1;FQ190;ふみ,あや;ぶん,もん;Sentence,Literature,Style,Art,Decoration,Figures,Plan,Literary Radical (no. 67)
千;10;N5;WK2;G1;FQ195;ち;せん;Thousand
水;10;N5;WK2;G1;FQ223;みず,みず-;すい;Water
男;10;N5;WK4;G1;FQ240;おとこ,お;だん,なん;Male
村;10;N2;WK4;G1;FQ253;むら;そん;Village,Town
口;10;N4;WK1;G1;FQ284;くち;こう,く;Mouth
町;10;N4;WK4;G1;FQ292;まち;ちょう;Town,Village,Block,Street
校;10;N5;WK7;G1;FQ294;;こう,きょう;Exam,School,Printing,Proof,Correction
空;10;N4;WK5;G1;FQ304;そら,あ.く,あ.き,あ.ける,から,す.く,す.かす,むな.しい;くう;Empty,Sky,Void,Vacant,Vacuum
土;10;N5;WK2;G1;FQ307;つち;ど,と;Soil,Earth,Ground,Turkey
木;10;N5;WK2;G1;FQ317;き,こ-;ぼく,もく;Tree,Wood
車;10;N5;WK4;G1;FQ333;くるま;しゃ;Car
石;10;N3;WK4;G1;FQ342;いし;せき,しゃく,こく;Stone
足;10;N4;WK4;G1;FQ343;あし,た.りる,た.る,た.す;そく;Leg,Foot,Be Sufficient,Counter For Pairs Of Footwear
早;10;N4;WK4;G1;FQ402;はや.い,はや,はや-,はや.まる,はや.める,さ-;そう,さっ;Early,Fast
白;10;N5;WK2;G1;FQ483;しろ,しら-,しろ.い;はく,びゃく;White
字;10;N4;WK4;G1;FQ485;あざ,あざな,-な;じ;Character,Letter,Word,Section Of Village
音;10;N4;WK5;G1;FQ491;おと,ね;おん,いん,-のん;Sound,Noise
天;10;N5;WK2;G1;FQ512;あまつ,あめ,あま-;てん;Heavens,Sky,Imperial
火;10;N5;WK2;G1;FQ574;ひ,-び,ほ-;か;Fire
花;10;N4;WK4;G1;FQ578;はな;か,け;Flower
赤;10;N4;WK4;G1;FQ584;あか,あか-,あか.い,あか.らむ,あか.らめる;せき,しゃく;Red
青;10;N4;WK5;G1;FQ589;あお,あお-,あお.い;せい,しょう;Blue,Green
竹;10;N2;WK4;G1;FQ593;たけ;ちく;Bamboo
右;10;N5;WK2;G1;FQ602;みぎ;う,ゆう;Right
森;10;N2;WK8;G1;FQ609;もり;しん;Forest,Woods
左;10;N5;WK2;G1;FQ630;ひだり;さ,しゃ;Left
休;10;N5;WK4;G1;FQ642;やす.む,やす.まる,やす.める;きゅう;Rest,Day Off,Retire,Sleep
林;10;N2;WK5;G1;FQ656;はやし;りん;Grove,Forest
王;10;N3;WK2;G1;FQ684;;おう,-のう;King,Rule,Magnate
玉;10;N2;WK2;G1;FQ737;たま,たま-,-だま;ぎょく;Jewel,Ball
夕;10;N4;WK2;G1;FQ924;ゆう;せき;Evening
雨;10;N5;WK5;G1;FQ950;あめ,あま-,-さめ;う;Rain
草;10;N3;WK5;G1;FQ967;くさ,くさ-,-ぐさ;そう;Grass,Weeds,Herbs,Pasture,Write,Draft
犬;10;N4;WK2;G1;FQ1326;いぬ,いぬ-;けん;Dog
耳;10;N3;WK4;G1;FQ1328;みみ;じ;Ear
虫;10;N2;WK4;G1;FQ1351;むし;ちゅう,き;Insect,Bug,Temper
糸;10;N2;WK4;G1;FQ1488;いと;し;Thread
貝;10;N2;WK4;G1;FQ1787;かい;ばい;Shellfish
国;9;N5;WK6;G2;FQ3;くに;こく;Country
会;9;N4;WK5;G2;FQ4;あ.う,あ.わせる,あつ.まる;かい,え;Meeting,Meet,Party,Association,Interview,Join
長;9;N5;WK6;G2;FQ12;なが.い,おさ;ちょう;Long,Leader,Superior,Senior
同;9;N4;WK5;G2;FQ15;おな.じ;どう;Same,Agree,Equal
時;9;N5;WK7;G2;FQ16;とき,-どき;じ;Time,Hour
自;9;N4;WK5;G2;FQ19;みずか.ら,おの.ずから,おの.ずと;じ,し;Oneself
行;9;N5;WK5;G2;FQ20;い.く,ゆ.く,-ゆ.き,-ゆき,-い.き,-いき,おこな.う,おこ.なう;こう,ぎょう,あん;Going,Journey,Carry Out,Conduct,Act,Line,Row,Bank
社;9;N4;WK5;G2;FQ21;やしろ;しゃ;Company,Firm,Office,Association,Shrine
分;9;;WK3;G2;FQ24;わ.ける,わ.け,わ.かれる,わ.かる,わ.かつ;ぶん,ふん,ぶ;Part,Minute Of Time,Segment,Share,Degree,One's Lot,Duty,Understand,Know,Rate,1%,Chances,Shaku/100
後;9;N5;WK6;G2;FQ26;のち,うし.ろ,うしろ,あと,おく.れる;ご,こう;Behind,Back,Later
前;9;N5;WK6;G2;FQ27;まえ,-まえ;ぜん;In Front,Before
間;9;N5;WK8;G2;FQ33;あいだ,ま,あい;かん,けん;Interval,Space
東;9;N5;WK6;G2;FQ37;ひがし;とう;East
地;9;N4;WK6;G2;FQ40;;ち,じ;Ground,Earth
合;9;N3;WK12;G2;FQ41;あ.う,-あ.う,あ.い,あい-,-あ.い,-あい,あ.わす,あ.わせる,-あ.わせる;ごう,がっ,かっ;Fit,Suit,Join,0.1
市;9;N3;WK3;G2;FQ42;いち;し;Market,City,Town
内;9;N3;WK3;G2;FQ44;うち;ない,だい;Inside,Within,Between,Among,House,Home
方;9;N4;WK3;G2;FQ46;かた,-かた,-がた;ほう;Direction,Person,Alternative
今;9;N5;WK3;G2;FQ49;いま;こん,きん;Now
回;9;N3;WK5;G2;FQ50;まわ.る,-まわ.る,-まわ.り,まわ.す,-まわ.す,まわ.し-,-まわ.し,もとお.る,か.える;かい,え;-times,Round,Game,Revolve,Counter For Occurrences
新;9;N4;WK9;G2;FQ51;あたら.しい,あら.た,あら-,にい-;しん;New
場;9;N4;WK8;G2;FQ52;ば;じょう,ちょう;Location,Place
米;9;N3;WK5;G2;FQ61;こめ,よね;べい,まい,めえとる;Rice,Usa,Metre
高;9;N5;WK7;G2;FQ65;たか.い,たか,-だか,たか.まる,たか.める;こう;Tall,High,Expensive
明;9;N4;WK6;G2;FQ67;あ.かり,あか.るい,あか.るむ,あか.らむ,あき.らか,あ.ける,-あ.け,あ.く,あ.くる,あ.かす;めい,みょう,みん;Bright,Light
京;9;N4;WK6;G2;FQ74;みやこ;きょう,けい,きん;Capital,10**16
通;9;N4;WK7;G2;FQ80;とお.る,とお.り,-とお.り,-どお.り,とお.す,とお.し,-どお.し,かよ.う;つう,つ;Traffic,Pass Through,Avenue,Commute,Counter For Letters, Notes, Documents, Etc.
外;9;N5;WK3;G2;FQ81;そと,ほか,はず.す,はず.れる,と-;がい,げ;Outside
言;9;N4;WK5;G2;FQ83;い.う,こと;げん,ごん;Say,Word
理;9;N4;WK7;G2;FQ86;ことわり;り;Logic,Arrangement,Reason,Justice,Truth
体;9;N4;WK5;G2;FQ88;からだ,かたち;たい,てい;Body,Substance,Object,Reality,Counter For Images
当;9;N3;WK5;G2;FQ91;あ.たる,あ.たり,あ.てる,あ.て,まさ.に,まさ.にべし;とう;Hit,Right,Appropriate,Himself
首;9;N3;WK6;G2;FQ98;くび;しゅ;Neck,Counter For Songs And Poems
来;9;N5;WK5;G2;FQ102;く.る,きた.る,きた.す,き.たす,き.たる,き,こ;らい,たい;Come,Due,Next,Cause,Become
作;9;N4;WK5;G2;FQ103;つく.る,つく.り,-づく.り;さく,さ;Make,Production,Prepare,Build
用;9;N4;WK3;G2;FQ107;もち.いる;よう;Utilize,Business,Service,Use,Employ
強;9;N4;WK7;G2;FQ112;つよ.い,つよ.まる,つよ.める,し.いる,こわ.い;きょう,ごう;Strong
公;9;N4;WK3;G2;FQ118;おおやけ;こう,く;Public,Prince,Official,Governmental
野;9;N4;WK12;G2;FQ120;の,の-;や,しょ;Plains,Field,Rustic,Civilian Life
思;9;N4;WK6;G2;FQ132;おも.う,おもえら.く,おぼ.す;し;Think
家;9;N4;WK7;G2;FQ133;いえ,や,うち;か,け;House,Home,Family,Professional,Expert,Performer
話;9;N5;WK8;G2;FQ134;はな.す,はなし;わ;Tale,Talk
多;9;N4;WK5;G2;FQ139;おお.い,まさ.に,まさ.る;た;Many,Frequent,Much
数;9;N3;WK8;G2;FQ148;かず,かぞ.える,しばしば,せ.める,わずらわ.しい;すう,す,さく,そく,しゅ;Number,Strength,Fate,Law,Figures
記;9;N3;WK7;G2;FQ149;しる.す;き;Scribe,Account,Narrative
北;9;N5;WK3;G2;FQ153;きた;ほく;North
午;9;N5;WK3;G2;FQ154;うま;ご;Noon,Sign Of The Horse,11am-1pm,Seventh Sign Of Chinese Zodiac
心;9;N4;WK3;G2;FQ157;こころ,-ごころ;しん;Heart,Mind,Spirit,Heart Radical (no. 61)
点;9;N3;WK6;G2;FQ165;つ.ける,つ.く,た.てる,さ.す,とぼ.す,とも.す,ぼち;てん;Spot,Point,Mark,Speck,Decimal Point
教;9;N4;WK7;G2;FQ166;おし.える,おそ.わる;きょう;Teach,Faith,Doctrine
書;9;N5;WK16;G2;FQ169;か.く,-が.き,-がき;しょ;Write
活;9;N3;WK6;G2;FQ171;い.きる,い.かす,い.ける;かつ;Lively,Resuscitation,Being Helped,Living
原;9;N3;WK17;G2;FQ172;はら;げん;Meadow,Original,Primitive,Field,Plain,Prairie,Tundra,Wilderness
交;9;N3;WK5;G2;FQ178;まじ.わる,まじ.える,ま.じる,まじ.る,ま.ざる,ま.ぜる,-か.う,か.わす,かわ.す,こもごも;こう;Mingle,Mixing,Association,Coming & Going
元;9;N4;WK3;G2;FQ192;もと;げん,がん;Beginning,Former Time,Origin
近;9;N4;WK5;G2;FQ194;ちか.い;きん,こん;Near,Early,Akin,Tantamount
考;9;N4;WK5;G2;FQ196;かんが.える,かんが.え;こう;Consider,Think Over
画;9;N4;WK6;G2;FQ199;えが.く,かく.する,かぎ.る,はかりごと,はか.る;が,かく,え,かい;Brush-stroke,Picture
海;9;N4;WK6;G2;FQ200;うみ;かい;Sea,Ocean
売;9;N4;WK9;G2;FQ202;う.る,う.れる;ばい;Sell
組;9;N3;WK7;G2;FQ204;く.む,くみ,-ぐみ;そ;Association,Braid,Plait,Construct,Assemble,Unite,Cooperate,Grapple
知;9;N4;WK6;G2;FQ205;し.る,し.らせる;ち;Know,Wisdom
道;9;N4;WK8;G2;FQ207;みち,いう;どう,とう;Road-way,Street,District,Journey,Course,Moral,Teachings
引;9;N3;WK3;G2;FQ218;ひ.く,ひ.き,ひ.き-,-び.き,ひ.ける;いん;Pull,Tug,Jerk,Admit,Install,Quote,Refer To
半;9;N5;WK3;G2;FQ224;なか.ば;はん;Half,Middle,Odd Number,Semi-,Part-
計;9;N4;WK15;G2;FQ228;はか.る,はか.らう;けい;Plot,Plan,Scheme,Measure
直;9;N3;WK6;G2;FQ246;ただ.ちに,なお.す,-なお.す,なお.る,なお.き,す.ぐ;ちょく,じき,じか;Straightaway,Honesty,Frankness,Fix,Repair
朝;9;N4;WK8;G2;FQ248;あさ;ちょう;Morning,Dynasty,Regime,Epoch,Period,(north) Korea
西;9;N5;WK5;G2;FQ259;にし;せい,さい,す;West,Spain
台;9;N4;WK3;G2;FQ262;うてな,われ,つかさ;だい,たい;Pedestal,A Stand,Counter For Machines And Vehicles
広;9;N4;WK3;G2;FQ263;ひろ.い,ひろ.まる,ひろ.める,ひろ.がる,ひろ.げる;こう;Wide,Broad,Spacious
電;9;N5;WK8;G2;FQ268;;でん;Electricity
少;9;N4;WK3;G2;FQ287;すく.ない,すこ.し;しょう;Few,Little
工;9;N4;WK1;G2;FQ299;;こう,く,ぐ;Craft,Construction,Katakana E Radical (no. 48)
語;9;N5;WK10;G2;FQ301;かた.る,かた.らう;ご;Word,Speech,Language
止;9;N4;WK3;G2;FQ310;と.まる,-ど.まり,と.める,-と.める,-ど.め,とど.める,とど.め,とど.まる,や.める,や.む,-や.む,よ.す,-さ.す,-さ.し;し;Stop,Halt
聞;9;N5;WK10;G2;FQ319;き.く,き.こえる;ぶん,もん;Hear,Ask,Listen
切;9;N4;WK3;G2;FQ324;き.る,-き.る,き.り,-き.り,-ぎ.り,き.れる,-き.れる,き.れ,-き.れ,-ぎ.れ;せつ,さい;Cut,Cutoff,Be Sharp
食;9;N5;WK6;G2;FQ328;く.う,く.らう,た.べる,は.む;しょく,じき;Eat,Food
何;9;N5;WK5;G2;FQ340;なに,なん,なに-,なん-;か;What
南;9;N5;WK6;G2;FQ341;みなみ;なん,な;South
番;9;N3;WK8;G2;FQ348;つが.い;ばん;Turn,Number In A Series
算;9;N2;WK10;G2;FQ361;そろ;さん;Calculate,Divining,Number,Abacus,Probability
楽;9;N4;WK8;G2;FQ373;たの.しい,たの.しむ,この.む;がく,らく,ごう;Music,Comfort,Ease
万;9;N5;WK3;G2;FQ375;よろず;まん,ばん;Ten Thousand,10,000
店;9;N4;WK6;G2;FQ378;みせ,たな;てん;Store,Shop
線;9;N2;WK10;G2;FQ382;すじ;せん;Line,Track
声;9;N3;WK5;G2;FQ388;こえ,こわ-;せい,しょう;Voice
親;9;N4;WK10;G2;FQ406;おや,おや-,した.しい,した.しむ;しん;Parent,Intimacy,Relative,Familiarity,Dealer (cards)
形;9;N3;WK5;G2;FQ418;かた,-がた,かたち,なり;けい,ぎょう;Shape,Form,Style
頭;9;N3;WK10;G2;FQ433;あたま,かしら,-がしら,かぶり;とう,ず,と;Head,Counter For Large Animals
毎;9;N5;WK5;G2;FQ436;ごと,-ごと.に;まい;Every
門;9;N2;WK16;G2;FQ452;かど,と;もん;Gate,Counter For Cannons
答;9;N4;WK8;G2;FQ486;こた.える,こた.え;とう;Solution,Answer
夜;9;N4;WK6;G2;FQ487;よ,よる;や;Night,Evening
帰;9;N4;WK15;G2;FQ504;かえ.る,かえ.す,おく.る,とつ.ぐ;き;Homecoming,Arrive At,Lead To,Result In
谷;9;N2;WK5;G2;FQ508;たに,きわ.まる;こく;Valley
古;9;N4;WK3;G2;FQ509;ふる.い,ふる-,-ふる.す;こ;Old
歌;9;N4;WK10;G2;FQ519;うた,うた.う;か;Song,Sing
買;9;N4;WK8;G2;FQ520;か.う;ばい;Buy
光;9;N3;WK5;G2;FQ527;ひか.る,ひかり;こう;Ray,Light
科;9;N3;WK6;G2;FQ531;;か;Department,Course,Section
細;9;N2;WK17;G2;FQ537;ほそ.い,ほそ.る,こま.か,こま.かい;さい;Dainty,Get Thin,Taper,Slender,Narrow,Detailed,Precise
図;9;N4;WK5;G2;FQ539;え,はか.る;ず,と;Map,Drawing,Plan,Extraordinary,Audacious
週;9;N4;WK7;G2;FQ540;;しゅう;Week
丸;9;N2;WK2;G2;FQ542;まる,まる.める,まる.い;がん;Round,Full (month),Perfection,-ship,Pills,Make Round,Roll Up,Curl Up,Seduce,Explain Away
室;9;N4;WK6;G2;FQ550;むろ;しつ;Room,Apartment,Chamber,Greenhouse,Cellar
太;9;N3;WK3;G2;FQ552;ふと.い,ふと.る;たい,た;Plump,Thick,Big Around
歩;9;N4;WK6;G2;FQ554;ある.く,あゆ.む;ほ,ぶ,ふ;Walk,Counter For Steps
風;9;N4;WK7;G2;FQ558;かぜ,かざ-,-かぜ;ふう,ふ;Wind,Air,Style,Manner
紙;9;N4;WK7;G2;FQ559;かみ;し;Paper
母;9;N5;WK3;G2;FQ570;はは,も;ぼ;Mother
黒;9;N4;WK7;G2;FQ573;くろ,くろ.ずむ,くろ.い;こく;Black
戸;9;N2;WK3;G2;FQ575;と;こ;Door,Counter For Houses,Door Radical (no. 63)
春;9;N4;WK15;G2;FQ579;はる;しゅん;Springtime,Spring (season)
読;9;N5;WK10;G2;FQ618;よ.む,-よ.み;どく,とく,とう;Read
色;9;N4;WK5;G2;FQ621;いろ;しょく,しき;Color
友;9;N5;WK3;G2;FQ622;とも;ゆう;Friend
走;9;N4;WK5;G2;FQ626;はし.る;そう;Run
園;9;N3;WK16;G2;FQ628;その;えん;Park,Garden,Yard,Farm
秋;9;N4;WK15;G2;FQ635;あき,とき;しゅう;Autumn
馬;9;N3;WK8;G2;FQ639;うま,うま-,ま;ば;Horse
父;9;N5;WK3;G2;FQ646;ちち;ふ;Father
夏;9;N4;WK7;G2;FQ659;なつ;か,が,げ;Summer
顔;9;N3;WK10;G2;FQ676;かお;がん;Face,Expression
船;9;N3;WK7;G2;FQ713;ふね,ふな-;せん;Ship,Boat
羽;9;N2;WK5;G2;FQ748;は,わ,はね;う;Feathers,Counter For Birds, Rabbits
岩;9;N2;WK15;G2;FQ787;いわ;がん;Boulder,Rock,Cliff
角;9;N2;WK5;G2;FQ805;かど,つの;かく;Angle,Corner,Square,Horn,Antlers
池;9;N2;WK8;G2;FQ827;いけ;ち;Pond,Cistern,Pool,Reservoir
星;9;N2;WK6;G2;FQ844;ほし,-ぼし;せい,しょう;Star,Spot,Dot,Mark
寺;9;N2;WK15;G2;FQ879;てら;じ;Buddhist Temple
遠;9;N3;WK16;G2;FQ887;とお.い;えん,おん;Distant,Far
絵;9;N3;WK8;G2;FQ895;;かい,え;Picture,Drawing,Painting,Sketch
曜;9;N4;WK16;G2;FQ940;;よう;Weekday
弱;9;N2;WK7;G2;FQ958;よわ.い,よわ.る,よわ.まる,よわ.める;じゃく;Weak,Frail
肉;9;N4;WK5;G2;FQ986;しし;にく;Meat
晴;9;N3;WK15;G2;FQ1022;は.れる,は.れ,は.れ-,-ば.れ,は.らす;せい;Clear Up
鳥;9;N4;WK7;G2;FQ1043;とり;ちょう;Bird,Chicken
冬;9;N4;WK3;G2;FQ1090;ふゆ;とう;Winter
里;9;;WK5;G2;FQ1096;さと;り;Ri,Village,Parent's Home,League
昼;9;N4;WK15;G2;FQ1115;ひる;ちゅう;Daytime,Noon
茶;9;N4;WK6;G2;FQ1116;;ちゃ,さ;Tea
雪;9;N3;WK7;G2;FQ1131;ゆき;せつ;Snow
弟;9;N4;WK5;G2;FQ1161;おとうと;てい,だい,で;Younger Brother,Faithful Service To Elders
毛;9;N2;WK3;G2;FQ1179;け;もう;Fur,Hair,Feather,Down
牛;9;N4;WK3;G2;FQ1202;うし;ぎゅう;Cow
魚;9;N4;WK7;G2;FQ1208;うお,さかな,-ざかな;ぎょ;Fish
兄;9;N4;WK5;G2;FQ1219;あに;けい,きょう;Elder Brother,Big Brother
黄;9;N2;WK7;G2;FQ1240;き,こ-;こう,おう;Yellow
雲;9;N2;WK8;G2;FQ1256;くも,-ぐも;うん;Cloud
鳴;9;N3;WK10;G2;FQ1279;な.く,な.る,な.らす;めい;Chirp,Cry,Bark,Sound,Ring,Echo,Honk
矢;9;N1;WK3;G2;FQ1294;や;し;Dart,Arrow
妹;9;N4;WK6;G2;FQ1446;いもうと;まい;Younger Sister
姉;9;N4;WK6;G2;FQ1473;あね,はは;し;Elder Sister
才;9;N3;WK2;G2;FQ1497;;さい;Genius,Years Old,Cubic Shaku
麦;9;N2;WK5;G2;FQ1615;むぎ;ばく;Barley,Wheat
刀;9;N1;WK2;G2;FQ1794;かたな,そり;とう;Sword,Saber,Knife
弓;9;N1;WK18;G2;FQ1802;ゆみ;きゅう;Bow,Bow (archery, Violin)
汽;9;N1;WK18;G2;FQ2020;;き;Vapor,Steam
事;8;N4;WK9;G3;FQ18;こと,つか.う,つか.える;じ,ず;Matter,Thing,Fact,Business,Reason,Possibly
発;8;N4;WK9;G3;FQ32;た.つ,あば.く,おこ.る,つか.わす,はな.つ;はつ,ほつ;Departure,Discharge,Publish,Emit,Start From,Disclose,Counter For Gunshots
対;8;N3;WK8;G3;FQ34;あいて,こた.える,そろ.い,つれあ.い,なら.ぶ,むか.う;たい,つい;Vis-a-vis,Opposite,Even,Equal,Versus,Anti-,Compare
部;8;N3;WK9;G3;FQ36;-べ;ぶ;Section,Bureau,Dept,Class,Copy,Part,Portion,Counter For Copies Of A Newspaper Or Magazine
者;8;N4;WK8;G3;FQ38;もの;しゃ;Someone,Person
業;8;N4;WK10;G3;FQ43;わざ;ぎょう,ごう;Business,Vocation,Arts,Performance
相;8;N3;WK9;G3;FQ45;あい-;そう,しょう;Inter-,Mutual,Together,Each Other,Minister Of State,Councillor,Aspect,Phase,Physiognomy
定;8;N3;WK9;G3;FQ48;さだ.める,さだ.まる,さだ.か;てい,じょう;Determine,Fix,Establish,Decide
員;8;N4;WK12;G3;FQ54;;いん;Employee,Member,Number,The One In Charge
開;8;N4;WK10;G3;FQ59;ひら.く,ひら.き,-びら.き,ひら.ける,あ.く,あ.ける;かい;Open,Unfold,Unseal
問;8;N4;WK13;G3;FQ64;と.う,と.い,とん;もん;Question,Ask,Problem
代;8;N4;WK4;G3;FQ66;か.わる,かわ.る,かわ.り,か.わり,-がわ.り,-が.わり,か.える,よ,しろ;だい,たい;Substitute,Change,Convert,Replace,Period,Age,Counter For Decades Of Ages, Eras, Etc.,Generation,Charge,Rate,Fee
実;8;N3;WK9;G3;FQ68;み,みの.る,まこと,みの,みち.る;じつ,しつ;Reality,Truth
決;8;N3;WK8;G3;FQ71;き.める,-ぎ.め,き.まる,さ.く;けつ;Decide,Fix,Agree Upon,Appoint
動;8;N4;WK12;G3;FQ73;うご.く,うご.かす;どう;Move,Motion,Change,Confusion,Shift,Shake
全;8;N3;WK6;G3;FQ75;まった.く,すべ.て;ぜん;Whole,Entire,All,Complete,Fulfill
表;8;N3;WK9;G3;FQ77;おもて,-おもて,あらわ.す,あらわ.れる,あら.わす;ひょう;Surface,Table,Chart,Diagram
調;8;N3;WK10;G3;FQ87;しら.べる,しら.べ,ととの.う,ととの.える;ちょう;Tune,Tone,Meter,Key (music),Writing Style,Prepare,Exorcise,Investigate,Harmonize,Mediate
化;8;N3;WK6;G3;FQ89;ば.ける,ば.かす,ふ.ける,け.する;か,け;Change,Take The Form Of,Influence,Enchant,Delude,-ization
主;8;N4;WK4;G3;FQ95;ぬし,おも,あるじ;しゅ,す,しゅう;Lord,Chief,Master,Main Thing,Principal
題;8;N4;WK13;G3;FQ96;;だい;Topic,Subject
意;8;N4;WK11;G3;FQ99;;い;Idea,Mind,Heart,Taste,Thought,Desire,Care,Liking
度;8;N4;WK9;G3;FQ110;たび,-た.い;ど,と,たく;Degrees,Occurrence,Time,Counter For Occurrences,Consider,Attitude
期;8;N3;WK12;G3;FQ117;;き,ご;Period,Time,Date,Term
持;8;N4;WK9;G3;FQ119;も.つ,-も.ち,も.てる;じ;Hold,Have
取;8;N3;WK16;G3;FQ122;と.る,と.り,と.り-,とり,-ど.り;しゅ;Take,Fetch,Take Up
都;8;N3;WK12;G3;FQ123;みやこ;と,つ;Metropolis,Capital,All,Everything
和;8;N3;WK9;G3;FQ124;やわ.らぐ,やわ.らげる,なご.む,なご.やか,あ.える;わ,お,か;Harmony,Japanese Style,Peace,Soften,Japan
平;8;N3;WK4;G3;FQ128;たい.ら,-だいら,ひら,ひら-;へい,びょう,ひょう;Even,Flat,Peace
世;8;N4;WK4;G3;FQ135;よ;せい,せ,そう;Generation,World,Society,Public
受;8;N3;WK9;G3;FQ136;う.ける,-う.け,う.かる;じゅ;Accept,Undergo,Answer (phone),Take,Get,Catch,Receive
区;8;N2;WK15;G3;FQ137;;く,おう,こう;Ward,District
県;8;N2;WK9;G3;FQ140;か.ける;けん;Prefecture
進;8;N3;WK10;G3;FQ142;すす.む,すす.める;しん;Advance,Proceed,Progress,Promote
